order_item_id,order_id,product_id,quantity,unit_price,line_total
40363,13475,417,2,259.94,519.88
40364,13475,864,3,299.77,899.31
40365,13475,267,3,162.48,487.44
40366,13475,210,3,75.49,226.47
40367,13475,709,3,76.14,228.42
40368,13476,907,2,135.86,271.72
40369,13476,748,3,415.27,1245.81
40370,13476,473,3,454.02,1362.06
40371,13477,462,2,413.47,826.94
40372,13477,590,2,397.48,794.96
40373,13477,199,1,273.22,273.22
40374,13477,584,3,376.91,1130.73
40375,13477,64,1,133.74,133.74
40376,13478,293,2,15.03,30.06
40377,13478,440,2,225.32,450.64
40378,13478,289,1,196.86,196.86
40379,13479,65,3,381.58,1144.74
40380,13480,285,1,116.55,116.55
40381,13480,593,3,372.04,1116.12
40382,13480,32,1,319.25,319.25
40383,13481,954,1,77.43,77.43
40384,13482,877,3,450.27,1350.81
40385,13482,541,2,473.37,946.74
40386,13482,831,2,210.1,420.2
40387,13482,257,1,109.23,109.23
40388,13483,443,2,11.02,22.04
40389,13483,949,3,441.23,1323.69
40390,13484,85,1,124.88,124.88
40391,13484,794,1,274.28,274.28
40392,13484,374,2,454.96,909.92
40393,13484,132,1,274.55,274.55
40394,13485,151,1,235.59,235.59
40395,13485,987,2,316.14,632.28
40396,13485,645,1,324.73,324.73
40397,13486,222,3,163.08,489.24
40398,13486,975,3,480.7,1442.1
40399,13486,889,3,341.82,1025.46
40400,13487,143,3,435.33,1305.99
40401,13487,839,3,319.53,958.59
40402,13487,138,1,68.99,68.99
40403,13487,44,3,215.83,647.49
40404,13487,891,3,277.9,833.7
40405,13488,924,1,241.85,241.85
40406,13488,168,2,319.96,639.92
40407,13488,218,2,449.27,898.54
40408,13489,714,3,47.14,141.42
40409,13489,578,3,39.11,117.33
40410,13489,465,3,440.09,1320.27
40411,13490,549,2,182.77,365.54
40412,13490,837,1,318.9,318.9
40413,13491,894,2,147.31,294.62
40414,13491,302,2,222.62,445.24
40415,13491,435,3,177.05,531.15
40416,13491,476,1,462.0,462.0
40417,13492,196,1,237.88,237.88
40418,13492,557,3,117.34,352.02
40419,13492,653,3,127.77,383.31
40420,13493,971,1,236.86,236.86
40421,13494,160,3,424.92,1274.76
40422,13494,309,2,21.9,43.8
40423,13494,484,3,180.05,540.15
40424,13495,386,1,110.6,110.6
40425,13496,117,2,367.37,734.74
40426,13496,327,1,300.64,300.64
40427,13496,453,2,471.14,942.28
40428,13496,316,2,318.25,636.5
40429,13497,37,1,343.86,343.86
40430,13497,605,1,123.75,123.75
40431,13498,109,1,255.96,255.96
40432,13498,639,2,38.31,76.62
40433,13499,414,1,255.08,255.08
40434,13499,100,3,376.28,1128.84
40435,13500,154,1,10.43,10.43
40436,13501,77,1,342.97,342.97
40437,13501,95,3,13.06,39.18
40438,13501,996,2,77.86,155.72
40439,13501,16,2,367.3,734.6
40440,13502,841,3,349.12,1047.36
40441,13502,96,2,58.11,116.22
40442,13503,246,3,143.47,430.41
40443,13503,238,1,322.49,322.49
40444,13503,971,1,80.49,80.49
40445,13504,712,3,174.22,522.66
40446,13504,346,1,76.45,76.45
40447,13504,663,1,40.95,40.95
40448,13505,505,3,190.78,572.34
40449,13505,526,1,389.7,389.7
40450,13505,37,3,97.81,293.43
40451,13506,693,2,114.02,228.04
40452,13506,266,3,276.25,828.75
40453,13506,955,3,102.03,306.09
40454,13507,687,2,283.91,567.82
40455,13508,570,3,311.4,934.2
40456,13508,488,3,329.05,987.15
40457,13508,317,1,329.04,329.04
40458,13508,575,2,433.65,867.3
40459,13508,399,1,394.43,394.43
40460,13509,526,3,246.69,740.07
40461,13509,974,2,220.64,441.28
40462,13509,813,1,306.32,306.32
40463,13510,13,3,277.47,832.41
40464,13510,451,3,453.5,1360.5
40465,13510,522,1,379.05,379.05
40466,13511,346,3,237.82,713.46
40467,13512,166,1,94.88,94.88
40468,13512,847,3,106.74,320.22
40469,13512,79,3,355.33,1065.99
40470,13512,643,3,154.91,464.73
40471,13513,107,3,415.49,1246.47
40472,13513,403,1,276.22,276.22
40473,13514,131,1,426.33,426.33
40474,13514,319,1,285.8,285.8
40475,13514,325,2,121.87,243.74
40476,13514,459,1,446.9,446.9
40477,13515,254,3,385.64,1156.92
40478,13515,297,2,373.03,746.06
40479,13515,891,2,331.86,663.72
40480,13515,734,3,300.69,902.07
40481,13515,661,2,14.14,28.28
40482,13516,665,3,293.43,880.29
40483,13516,19,1,65.58,65.58
40484,13516,555,3,341.94,1025.82
40485,13517,714,3,289.27,867.81
40486,13517,613,2,49.58,99.16
40487,13518,495,2,272.97,545.94
40488,13518,264,3,243.54,730.62
40489,13518,453,3,66.07,198.21
40490,13518,55,3,194.73,584.19
40491,13518,868,1,360.32,360.32
40492,13519,169,2,191.63,383.26
40493,13519,316,3,305.1,915.3
40494,13519,944,3,474.25,1422.75
40495,13519,812,2,240.52,481.04
40496,13520,276,1,125.71,125.71
40497,13520,915,1,285.51,285.51
40498,13520,556,3,497.39,1492.17
40499,13520,130,1,419.35,419.35
40500,13520,345,3,207.25,621.75
40501,13521,941,3,337.51,1012.53
40502,13521,722,2,177.57,355.14
40503,13521,533,3,31.25,93.75
40504,13522,4,1,105.19,105.19
40505,13522,153,1,441.23,441.23
40506,13523,328,1,272.58,272.58
40507,13523,677,1,149.8,149.8
40508,13524,107,3,425.56,1276.68
40509,13524,202,3,34.4,103.2
40510,13524,468,2,219.38,438.76
40511,13524,158,2,480.19,960.38
40512,13524,345,3,193.6,580.8
40513,13525,800,1,256.99,256.99
40514,13525,873,3,380.61,1141.83
40515,13525,215,2,117.36,234.72
40516,13525,542,1,377.14,377.14
40517,13526,664,2,224.44,448.88
40518,13526,506,2,216.98,433.96
40519,13526,40,2,157.06,314.12
40520,13527,139,2,329.41,658.82
40521,13527,167,2,451.72,903.44
40522,13527,671,2,459.42,918.84
40523,13528,697,2,212.4,424.8
40524,13529,142,3,213.2,639.6
40525,13530,997,3,472.75,1418.25
40526,13530,30,1,423.17,423.17
40527,13530,737,2,62.14,124.28
40528,13530,87,2,493.19,986.38
40529,13531,408,3,308.05,924.15
40530,13531,215,2,479.26,958.52
40531,13531,127,2,381.81,763.62
40532,13531,755,1,315.73,315.73
40533,13532,816,1,401.02,401.02
40534,13532,309,3,469.99,1409.97
40535,13532,668,3,23.41,70.23
40536,13533,716,1,200.27,200.27
40537,13533,439,3,148.51,445.53
40538,13534,596,1,268.23,268.23
40539,13534,464,3,11.83,35.49
40540,13535,565,3,345.03,1035.09
40541,13535,239,1,360.5,360.5
40542,13535,194,3,194.55,583.65
40543,13536,551,2,22.6,45.2
40544,13536,588,3,394.33,1182.99
40545,13536,496,2,308.78,617.56
40546,13536,269,2,59.72,119.44
40547,13536,589,2,212.68,425.36
40548,13537,492,1,306.55,306.55
40549,13537,416,2,320.03,640.06
40550,13537,904,2,351.23,702.46
40551,13537,557,3,267.73,803.19
40552,13538,570,2,248.99,497.98
40553,13538,813,3,367.2,1101.6
40554,13538,657,1,235.62,235.62
40555,13538,425,3,114.06,342.18
40556,13538,616,2,211.36,422.72
40557,13539,817,2,161.77,323.54
40558,13539,163,1,290.54,290.54
40559,13539,651,1,183.1,183.1
40560,13539,342,2,339.56,679.12
40561,13539,264,2,262.75,525.5
40562,13540,523,2,185.38,370.76
40563,13540,751,3,212.39,637.17
40564,13540,208,1,411.37,411.37
40565,13541,634,1,321.73,321.73
40566,13542,712,1,383.18,383.18
40567,13543,975,1,210.98,210.98
40568,13543,91,1,155.32,155.32
40569,13544,527,2,429.01,858.02
40570,13545,674,1,157.08,157.08
40571,13545,697,1,150.34,150.34
40572,13546,901,1,409.25,409.25
40573,13546,686,2,401.81,803.62
40574,13546,689,2,260.12,520.24
40575,13547,76,3,495.55,1486.65
40576,13548,194,3,191.29,573.87
40577,13548,866,3,12.03,36.09
40578,13548,703,1,496.52,496.52
40579,13549,405,3,114.67,344.01
40580,13549,814,3,425.63,1276.89
40581,13549,949,1,188.01,188.01
40582,13550,65,1,441.47,441.47
40583,13550,756,3,490.61,1471.83
40584,13550,100,1,251.51,251.51
40585,13550,55,2,353.28,706.56
40586,13551,274,2,71.57,143.14
40587,13551,498,2,205.47,410.94
40588,13551,696,1,50.02,50.02
40589,13551,364,1,423.47,423.47
40590,13552,144,3,291.61,874.83
40591,13553,855,3,105.77,317.31
40592,13554,67,2,263.91,527.82
40593,13554,411,3,460.77,1382.31
40594,13555,276,3,135.93,407.79
40595,13555,406,3,30.83,92.49
40596,13556,767,3,79.07,237.21
40597,13556,125,2,106.03,212.06
40598,13556,572,2,30.04,60.08
40599,13556,159,3,349.31,1047.93
40600,13557,797,1,457.49,457.49
40601,13557,609,3,458.85,1376.55
40602,13557,873,3,197.45,592.35
40603,13557,103,3,476.78,1430.34
40604,13558,836,2,26.87,53.74
40605,13558,168,3,14.24,42.72
40606,13558,86,1,289.89,289.89
40607,13559,270,3,180.14,540.42
40608,13559,545,3,36.02,108.06
40609,13559,621,3,319.2,957.6
40610,13559,729,1,397.03,397.03
40611,13560,717,2,160.61,321.22
40612,13560,630,3,230.67,692.01
40613,13560,954,1,23.39,23.39
40614,13560,804,2,372.32,744.64
40615,13561,327,2,285.14,570.28
40616,13561,315,1,41.49,41.49
40617,13562,580,2,222.76,445.52
40618,13562,710,2,447.39,894.78
40619,13562,633,3,234.29,702.87
40620,13562,513,2,492.39,984.78
40621,13563,589,3,385.29,1155.87
40622,13563,468,3,406.13,1218.39
40623,13563,764,1,118.72,118.72
40624,13564,662,3,189.27,567.81
40625,13564,908,3,366.54,1099.62
40626,13564,85,3,144.53,433.59
40627,13565,727,2,215.57,431.14
40628,13565,57,1,138.39,138.39
40629,13565,837,2,316.51,633.02
40630,13565,105,1,393.23,393.23
40631,13566,111,3,343.23,1029.69
40632,13567,475,1,489.92,489.92
40633,13568,178,3,140.34,421.02
40634,13569,742,3,261.45,784.35
40635,13569,572,1,482.41,482.41
40636,13569,203,1,165.57,165.57
40637,13570,699,2,307.98,615.96
40638,13570,330,2,441.34,882.68
40639,13570,952,3,116.08,348.24
40640,13570,697,3,267.61,802.83
40641,13570,522,2,395.16,790.32
40642,13571,564,2,357.13,714.26
40643,13571,879,3,386.19,1158.57
40644,13571,948,1,162.12,162.12
40645,13571,409,2,448.09,896.18
40646,13572,470,3,292.86,878.58
40647,13572,584,1,288.72,288.72
40648,13572,462,3,88.87,266.61
40649,13573,43,3,427.57,1282.71
40650,13573,490,2,488.5,977.0
40651,13573,841,1,96.36,96.36
40652,13573,350,2,228.09,456.18
40653,13574,380,3,204.04,612.12
40654,13574,120,1,407.08,407.08
40655,13574,503,2,229.09,458.18
40656,13574,718,1,113.48,113.48
40657,13574,657,2,99.83,199.66
40658,13575,712,1,97.35,97.35
40659,13576,858,2,66.92,133.84
40660,13576,620,2,398.04,796.08
40661,13576,46,2,205.44,410.88
40662,13576,736,3,406.2,1218.6
40663,13577,548,2,414.45,828.9
40664,13577,939,3,20.44,61.32
40665,13578,898,2,425.98,851.96
40666,13578,985,3,351.14,1053.42
40667,13578,32,2,125.23,250.46
40668,13578,243,3,73.04,219.12
40669,13579,599,1,215.56,215.56
40670,13579,40,3,480.29,1440.87
40671,13579,364,2,202.58,405.16
40672,13579,975,3,200.99,602.97
40673,13580,226,3,146.45,439.35
40674,13580,678,2,25.78,51.56
40675,13580,32,3,98.97,296.91
40676,13580,504,2,400.53,801.06
40677,13581,382,1,363.14,363.14
40678,13581,104,2,414.52,829.04
40679,13581,984,3,132.68,398.04
40680,13581,255,3,463.26,1389.78
40681,13581,557,3,309.66,928.98
40682,13582,522,2,227.7,455.4
40683,13582,317,2,384.33,768.66
40684,13582,582,3,454.09,1362.27
40685,13583,748,2,253.08,506.16
40686,13583,858,3,124.65,373.95
40687,13583,123,2,172.6,345.2
40688,13584,554,2,342.61,685.22
40689,13584,902,1,487.13,487.13
40690,13584,501,3,463.28,1389.84
40691,13584,430,2,203.49,406.98
40692,13584,264,3,389.35,1168.05
40693,13585,261,3,60.81,182.43
40694,13585,182,3,245.98,737.94
40695,13586,660,3,197.61,592.83
40696,13587,146,3,100.8,302.4
40697,13587,262,2,371.31,742.62
40698,13587,535,1,468.02,468.02
40699,13588,644,2,207.63,415.26
40700,13588,525,1,76.92,76.92
40701,13588,6,3,128.78,386.34
40702,13589,972,3,57.25,171.75
40703,13589,235,2,75.9,151.8
40704,13589,52,3,486.17,1458.51
40705,13589,659,1,172.28,172.28
40706,13590,105,2,172.31,344.62
40707,13590,631,3,71.6,214.8
40708,13590,200,2,127.89,255.78
40709,13590,862,1,326.43,326.43
40710,13591,772,1,256.54,256.54
40711,13591,255,3,228.43,685.29
40712,13591,853,1,83.95,83.95
40713,13592,828,1,367.08,367.08
40714,13592,895,3,159.75,479.25
40715,13592,934,1,360.32,360.32
40716,13592,559,1,248.07,248.07
40717,13592,189,1,458.22,458.22
40718,13593,336,1,178.87,178.87
40719,13593,160,1,351.71,351.71
40720,13593,558,3,269.83,809.49
40721,13593,285,3,416.09,1248.27
40722,13594,402,2,428.8,857.6
40723,13594,350,2,318.79,637.58
40724,13594,617,3,95.87,287.61
40725,13594,267,3,397.68,1193.04
40726,13594,45,1,18.03,18.03
40727,13595,891,1,309.65,309.65
40728,13596,310,3,204.59,613.77
40729,13597,897,1,161.93,161.93
40730,13598,604,1,311.2,311.2
40731,13598,790,2,349.0,698.0
40732,13598,742,2,280.26,560.52
40733,13599,582,3,145.0,435.0
40734,13599,439,2,180.58,361.16
40735,13599,191,1,328.81,328.81
40736,13599,605,3,159.87,479.61
40737,13600,842,1,254.57,254.57
40738,13600,760,2,173.37,346.74
40739,13600,70,2,175.92,351.84
40740,13600,933,1,424.69,424.69
40741,13601,888,1,430.09,430.09
40742,13601,947,3,278.89,836.67
40743,13601,621,1,193.15,193.15
40744,13601,814,3,214.85,644.55
40745,13601,831,1,102.07,102.07
40746,13602,588,2,214.83,429.66
40747,13602,984,3,323.81,971.43
40748,13603,215,2,286.84,573.68
40749,13603,244,1,163.19,163.19
40750,13603,448,3,32.58,97.74
40751,13603,712,1,197.28,197.28
40752,13603,745,1,395.25,395.25
40753,13604,602,2,474.52,949.04
40754,13604,839,2,106.4,212.8
40755,13604,355,3,481.44,1444.32
40756,13604,91,3,479.44,1438.32
40757,13605,516,1,242.91,242.91
40758,13606,70,2,444.66,889.32
40759,13606,711,2,446.94,893.88
40760,13606,132,2,96.95,193.9
40761,13606,615,3,109.92,329.76
40762,13607,343,1,228.58,228.58
40763,13607,414,3,156.71,470.13
40764,13608,482,2,431.04,862.08
40765,13608,980,2,414.67,829.34
40766,13608,321,3,97.4,292.2
40767,13608,595,1,54.2,54.2
40768,13609,703,2,209.32,418.64
40769,13609,509,1,56.54,56.54
40770,13609,179,2,156.59,313.18
40771,13609,682,3,17.95,53.85
40772,13609,1000,2,122.35,244.7
40773,13610,611,3,315.82,947.46
40774,13610,340,1,384.63,384.63
40775,13610,672,3,177.99,533.97
40776,13610,178,3,336.51,1009.53
40777,13611,432,3,289.2,867.6
40778,13611,561,1,186.32,186.32
40779,13611,401,1,497.1,497.1
40780,13611,117,3,278.62,835.86
40781,13612,626,3,356.6,1069.8
40782,13612,642,1,443.97,443.97
40783,13613,579,2,426.2,852.4
40784,13613,910,2,160.91,321.82
40785,13613,28,3,127.36,382.08
40786,13613,8,2,119.93,239.86
40787,13614,975,2,265.33,530.66
40788,13615,888,3,117.95,353.85
40789,13615,995,1,232.93,232.93
40790,13615,726,2,224.6,449.2
40791,13615,88,2,496.99,993.98
40792,13616,712,2,163.35,326.7
40793,13616,473,2,338.83,677.66
40794,13616,363,1,490.31,490.31
40795,13617,710,1,302.21,302.21
40796,13618,849,1,256.38,256.38
40797,13619,649,3,367.45,1102.35
40798,13619,123,1,155.81,155.81
40799,13619,516,2,71.19,142.38
40800,13619,429,2,461.08,922.16
40801,13620,860,2,106.1,212.2
40802,13620,672,1,339.84,339.84
40803,13620,289,2,470.73,941.46
40804,13621,231,2,484.73,969.46
40805,13621,432,2,13.3,26.6
40806,13621,333,3,160.85,482.55
40807,13621,328,1,55.73,55.73
40808,13622,959,2,137.45,274.9
40809,13622,210,3,238.06,714.18
40810,13622,154,3,104.87,314.61
40811,13622,100,2,434.82,869.64
40812,13623,53,2,60.78,121.56
40813,13623,891,1,403.94,403.94
40814,13623,199,3,381.22,1143.66
40815,13624,581,1,480.24,480.24
40816,13624,354,2,192.8,385.6
40817,13625,472,3,150.19,450.57
40818,13626,115,3,94.73,284.19
40819,13626,461,2,366.19,732.38
40820,13627,335,1,289.84,289.84
40821,13627,848,2,129.97,259.94
40822,13628,94,2,28.18,56.36
40823,13629,803,1,265.3,265.3
40824,13629,167,3,370.86,1112.58
40825,13629,933,3,245.77,737.31
40826,13630,705,3,116.44,349.32
40827,13630,79,1,357.71,357.71
40828,13630,552,1,366.3,366.3
40829,13631,411,2,151.13,302.26
40830,13631,258,3,354.01,1062.03
40831,13631,663,1,197.28,197.28
40832,13632,870,2,100.27,200.54
40833,13633,681,3,94.69,284.07
40834,13633,220,2,456.23,912.46
40835,13633,697,3,30.72,92.16
40836,13633,739,1,169.97,169.97
40837,13633,88,1,80.85,80.85
40838,13634,957,1,24.65,24.65
40839,13634,970,2,105.24,210.48
40840,13634,589,1,36.83,36.83
40841,13634,746,1,202.45,202.45
40842,13635,824,2,78.25,156.5
40843,13635,307,2,277.25,554.5
40844,13635,595,1,27.2,27.2
40845,13635,835,2,225.64,451.28
40846,13636,83,1,403.17,403.17
40847,13636,532,2,16.58,33.16
40848,13636,723,2,340.63,681.26
40849,13636,549,2,100.03,200.06
40850,13637,9,3,11.4,34.2
40851,13637,344,3,23.52,70.56
40852,13637,387,3,75.14,225.42
40853,13637,201,1,388.01,388.01
40854,13637,391,2,435.53,871.06
40855,13638,366,1,487.84,487.84
40856,13639,878,3,341.94,1025.82
40857,13639,772,2,305.5,611.0
40858,13639,128,1,344.42,344.42
40859,13639,638,1,68.7,68.7
40860,13640,505,2,399.76,799.52
40861,13641,264,2,62.72,125.44
40862,13641,221,1,12.4,12.4
40863,13641,941,3,195.64,586.92
40864,13642,724,2,201.93,403.86
40865,13642,118,2,377.88,755.76
40866,13642,660,1,375.88,375.88
40867,13642,183,1,13.97,13.97
40868,13642,741,1,279.95,279.95
40869,13643,353,2,493.16,986.32
40870,13643,68,1,109.36,109.36
40871,13643,668,1,328.05,328.05
40872,13643,155,1,271.18,271.18
40873,13643,517,3,280.42,841.26
40874,13644,268,1,254.76,254.76
40875,13644,330,3,453.29,1359.87
40876,13644,905,1,319.92,319.92
40877,13644,785,3,406.33,1218.99
40878,13644,987,3,113.0,339.0
40879,13645,522,3,228.29,684.87
40880,13646,566,1,401.67,401.67
40881,13646,778,3,469.09,1407.27
40882,13646,94,2,395.18,790.36
40883,13647,178,3,38.99,116.97
40884,13647,725,2,252.77,505.54
40885,13647,905,2,142.37,284.74
40886,13647,66,2,256.1,512.2
40887,13648,127,1,149.15,149.15
40888,13648,836,2,417.66,835.32
40889,13649,968,3,480.8,1442.4
40890,13649,589,3,488.59,1465.77
40891,13649,389,2,119.48,238.96
40892,13650,763,3,155.19,465.57
40893,13650,990,1,226.24,226.24
40894,13650,742,3,171.31,513.93
40895,13650,95,3,322.41,967.23
40896,13651,784,1,363.0,363.0
40897,13652,492,1,196.83,196.83
40898,13653,912,3,218.33,654.99
40899,13653,779,3,474.89,1424.67
40900,13653,807,2,202.75,405.5
40901,13653,57,2,77.92,155.84
40902,13653,265,3,409.53,1228.59
40903,13654,827,3,343.32,1029.96
40904,13654,624,1,372.69,372.69
40905,13655,809,1,440.78,440.78
40906,13655,95,2,242.47,484.94
40907,13656,291,3,398.11,1194.33
40908,13656,163,2,445.67,891.34
40909,13656,804,3,184.15,552.45
40910,13656,342,2,274.66,549.32
40911,13656,507,2,325.57,651.14
40912,13657,49,3,348.44,1045.32
40913,13657,300,1,67.62,67.62
40914,13657,431,2,361.75,723.5
40915,13657,635,1,58.01,58.01
40916,13658,526,3,170.91,512.73
40917,13659,366,3,270.85,812.55
40918,13660,391,2,273.51,547.02
40919,13661,257,3,220.58,661.74
40920,13662,989,2,199.16,398.32
40921,13662,237,3,184.43,553.29
40922,13662,150,1,435.31,435.31
40923,13662,960,2,347.92,695.84
40924,13662,825,2,20.68,41.36
40925,13663,377,3,334.99,1004.97
40926,13664,990,3,435.4,1306.2
40927,13664,695,2,26.78,53.56
40928,13664,835,2,60.04,120.08
40929,13664,276,1,186.37,186.37
40930,13665,520,3,199.09,597.27
40931,13665,149,1,381.22,381.22
40932,13666,256,3,199.18,597.54
40933,13667,159,2,406.47,812.94
40934,13667,5,3,35.82,107.46
40935,13668,90,2,158.01,316.02
40936,13669,276,3,472.55,1417.65
40937,13670,850,3,279.69,839.07
40938,13670,388,1,255.12,255.12
40939,13671,691,3,295.66,886.98
40940,13671,306,2,197.74,395.48
40941,13671,851,3,263.24,789.72
40942,13671,711,1,230.94,230.94
40943,13672,529,3,283.76,851.28
40944,13673,918,3,36.88,110.64
40945,13673,793,2,229.72,459.44
40946,13673,465,3,430.48,1291.44
40947,13674,468,2,378.54,757.08
40948,13674,417,2,249.68,499.36
40949,13674,940,3,306.36,919.08
40950,13674,640,3,276.98,830.94
40951,13674,31,1,333.39,333.39
40952,13675,16,2,220.67,441.34
40953,13676,756,2,394.24,788.48
40954,13676,925,1,53.85,53.85
40955,13676,807,3,209.43,628.29
40956,13676,544,1,401.73,401.73
40957,13676,263,1,202.18,202.18
40958,13677,472,1,300.9,300.9
40959,13677,613,1,181.91,181.91
40960,13677,68,3,258.55,775.65
40961,13677,675,1,421.89,421.89
40962,13678,978,2,334.28,668.56
40963,13678,740,3,280.17,840.51
40964,13678,793,3,48.64,145.92
40965,13679,658,3,331.95,995.85
40966,13680,717,2,183.48,366.96
40967,13680,451,1,292.85,292.85
40968,13680,749,2,47.91,95.82
40969,13680,256,2,407.91,815.82
40970,13681,837,2,194.85,389.7
40971,13681,468,2,416.97,833.94
40972,13681,807,2,493.41,986.82
40973,13681,852,2,278.08,556.16
40974,13682,73,1,117.67,117.67
40975,13682,578,3,27.31,81.93
40976,13682,847,2,31.42,62.84
40977,13682,83,3,439.48,1318.44
40978,13683,261,1,121.61,121.61
40979,13683,98,2,326.64,653.28
40980,13683,219,2,253.96,507.92
40981,13683,403,2,17.31,34.62
40982,13684,367,1,227.33,227.33
40983,13684,466,1,467.96,467.96
40984,13684,563,2,119.86,239.72
40985,13684,487,3,114.72,344.16
40986,13685,602,2,14.87,29.74
40987,13686,874,3,436.54,1309.62
40988,13686,679,2,347.09,694.18
40989,13686,499,3,490.22,1470.66
40990,13686,56,2,489.55,979.1
40991,13686,72,2,119.96,239.92
40992,13687,236,2,72.21,144.42
40993,13687,210,1,428.0,428.0
40994,13687,823,1,302.72,302.72
40995,13687,135,3,164.81,494.43
40996,13688,938,3,154.77,464.31
40997,13688,734,1,481.8,481.8
40998,13688,445,2,492.08,984.16
40999,13688,969,1,57.79,57.79
41000,13688,67,3,256.28,768.84
41001,13689,774,2,212.6,425.2
41002,13689,518,3,78.23,234.69
41003,13689,32,3,405.22,1215.66
41004,13689,336,2,19.18,38.36
41005,13690,778,2,37.53,75.06
41006,13690,295,3,156.19,468.57
41007,13691,379,1,10.62,10.62
41008,13692,755,1,301.71,301.71
41009,13692,876,2,165.07,330.14
41010,13692,450,2,174.5,349.0
41011,13692,542,2,400.86,801.72
41012,13693,742,2,77.97,155.94
41013,13693,365,3,339.42,1018.26
41014,13693,629,1,59.35,59.35
41015,13693,689,2,91.45,182.9
41016,13693,985,1,331.25,331.25
41017,13694,527,3,489.48,1468.44
41018,13695,968,2,383.13,766.26
41019,13695,690,1,296.88,296.88
41020,13695,672,3,268.44,805.32
41021,13695,473,3,347.89,1043.67
41022,13696,458,3,15.61,46.83
41023,13697,738,3,187.0,561.0
41024,13697,42,1,243.49,243.49
41025,13697,628,2,388.73,777.46
41026,13697,517,1,35.95,35.95
41027,13698,557,2,281.68,563.36
41028,13698,307,2,140.65,281.3
41029,13698,451,1,342.97,342.97
41030,13698,738,3,347.59,1042.77
41031,13698,463,1,49.42,49.42
41032,13699,503,3,444.38,1333.14
41033,13699,298,3,489.53,1468.59
41034,13699,785,1,114.33,114.33
41035,13700,119,2,474.49,948.98
41036,13700,747,2,95.77,191.54
41037,13700,969,2,494.57,989.14
41038,13700,515,3,350.27,1050.81
41039,13701,315,1,325.59,325.59
41040,13702,79,3,335.76,1007.28
41041,13703,499,2,359.26,718.52
41042,13703,31,2,268.17,536.34
41043,13703,109,1,247.52,247.52
41044,13703,960,2,382.93,765.86
41045,13703,662,2,144.67,289.34
41046,13704,109,2,278.27,556.54
41047,13704,100,2,325.79,651.58
41048,13704,19,3,458.56,1375.68
41049,13704,929,1,459.4,459.4
41050,13704,350,1,84.7,84.7
41051,13705,429,1,239.78,239.78
41052,13705,259,2,207.36,414.72
41053,13705,33,1,232.2,232.2
41054,13705,536,1,469.09,469.09
41055,13705,955,3,295.93,887.79
41056,13706,832,2,495.19,990.38
41057,13706,68,2,213.92,427.84
41058,13707,763,1,90.0,90.0
41059,13707,997,2,107.91,215.82
41060,13707,306,3,81.79,245.37
41061,13707,306,2,375.53,751.06
41062,13707,939,2,64.16,128.32
41063,13708,985,1,472.63,472.63
41064,13708,880,1,155.0,155.0
41065,13708,249,2,202.6,405.2
41066,13708,681,2,266.8,533.6
41067,13708,177,3,121.97,365.91
41068,13709,11,2,395.66,791.32
41069,13709,977,3,412.92,1238.76
41070,13710,254,3,270.44,811.32
41071,13710,533,3,239.89,719.67
41072,13710,54,3,83.92,251.76
41073,13710,834,1,139.17,139.17
41074,13711,488,1,404.59,404.59
41075,13711,332,1,37.31,37.31
41076,13711,572,2,360.77,721.54
41077,13711,11,2,396.79,793.58
41078,13711,544,2,42.21,84.42
41079,13712,95,3,162.96,488.88
41080,13712,462,3,483.91,1451.73
41081,13713,71,3,136.93,410.79
41082,13714,728,3,163.75,491.25
41083,13714,352,1,298.79,298.79
41084,13715,779,3,52.6,157.8
41085,13715,24,1,267.35,267.35
41086,13715,892,2,478.56,957.12
41087,13716,295,1,87.28,87.28
41088,13716,651,3,287.69,863.07
41089,13716,871,1,344.93,344.93
41090,13716,610,2,324.96,649.92
41091,13716,363,1,74.41,74.41
41092,13717,146,3,466.32,1398.96
41093,13718,414,3,340.97,1022.91
41094,13718,690,3,100.55,301.65
41095,13718,609,2,443.54,887.08
41096,13718,439,3,342.41,1027.23
41097,13719,43,1,102.78,102.78
41098,13719,505,1,327.4,327.4
41099,13719,196,2,236.4,472.8
41100,13720,242,3,391.89,1175.67
41101,13720,464,1,148.74,148.74
41102,13720,319,2,204.19,408.38
41103,13720,454,2,206.45,412.9
41104,13721,464,3,419.17,1257.51
41105,13721,239,3,357.32,1071.96
41106,13721,871,3,189.71,569.13
41107,13721,429,1,157.71,157.71
41108,13722,431,2,485.71,971.42
41109,13722,16,3,393.49,1180.47
41110,13722,440,2,235.67,471.34
41111,13722,590,2,345.97,691.94
41112,13722,200,1,102.44,102.44
41113,13723,125,3,330.08,990.24
41114,13724,238,2,145.06,290.12
41115,13725,291,3,421.18,1263.54
41116,13725,618,3,499.26,1497.78
41117,13725,684,2,463.1,926.2
41118,13725,875,2,14.13,28.26
41119,13725,50,2,231.47,462.94
41120,13726,416,1,217.7,217.7
41121,13726,624,3,163.86,491.58
41122,13726,435,2,303.75,607.5
41123,13726,423,2,259.37,518.74
41124,13727,81,3,210.44,631.32
41125,13728,614,3,414.06,1242.18
41126,13728,435,3,372.62,1117.86
41127,13728,200,3,185.0,555.0
41128,13728,545,1,230.64,230.64
41129,13729,508,3,135.02,405.06
41130,13730,902,3,472.39,1417.17
41131,13730,296,1,358.66,358.66
41132,13730,579,3,390.13,1170.39
