payment_id,order_id,payment_method,payment_status,payment_date,amount
1565,1565,bank_transfer,success,2026-01-20,754.69
1566,1566,paypal,success,2024-03-17,50.87
1567,1567,bank_transfer,success,2026-01-16,639.0
1568,1568,bank_transfer,success,2024-07-15,848.89
1569,1569,bank_transfer,success,2024-06-06,397.12
1570,1570,bank_transfer,success,2025-12-06,491.07
1571,1571,bank_transfer,failed,2025-01-31,624.12
1572,1572,paypal,success,2024-03-16,999.53
1573,1573,credit_card,success,2025-11-19,563.79
1574,1574,paypal,success,2024-04-17,772.87
1575,1575,bank_transfer,success,2024-05-21,62.37
1576,1576,bank_transfer,success,2025-02-19,930.37
1577,1577,credit_card,success,2024-09-04,694.66
1578,1578,paypal,success,2024-04-20,125.95
1579,1579,credit_card,success,2025-01-01,265.51
1580,1580,credit_card,success,2024-11-19,864.05
1581,1581,paypal,success,2024-09-11,239.68
1582,1582,paypal,success,2025-07-26,70.83
1583,1583,credit_card,success,2024-08-30,454.08
1584,1584,paypal,success,2024-11-05,749.52
1585,1585,credit_card,success,2025-02-27,712.55
1586,1586,credit_card,success,2025-09-17,582.72
1587,1587,credit_card,success,2025-04-11,912.73
1588,1588,credit_card,success,2025-08-19,130.19
1589,1589,paypal,success,2025-06-05,30.25
1590,1590,bank_transfer,success,2024-12-02,705.76
1591,1591,credit_card,success,2024-05-25,700.0
1592,1592,credit_card,success,2024-07-11,539.68
1593,1593,bank_transfer,success,2025-03-03,393.74
1594,1594,paypal,success,2024-05-16,534.37
1595,1595,paypal,success,2024-07-07,357.27
1596,1596,paypal,success,2025-03-28,137.68
1597,1597,credit_card,success,2025-09-07,679.13
1598,1598,bank_transfer,failed,2025-12-26,258.18
1599,1599,bank_transfer,failed,2024-10-17,858.24
1600,1600,paypal,success,2025-04-29,415.73
1601,1601,bank_transfer,success,2024-09-01,313.85
1602,1602,credit_card,success,2024-07-20,369.33
1603,1603,bank_transfer,success,2025-08-14,637.17
1604,1604,credit_card,success,2025-05-15,682.37
1605,1605,credit_card,success,2025-03-04,757.59
1606,1606,bank_transfer,success,2025-09-17,990.1
1607,1607,bank_transfer,success,2024-05-26,847.83
1608,1608,credit_card,success,2024-11-29,131.31
1609,1609,credit_card,success,2024-08-02,310.0
1610,1610,bank_transfer,success,2025-01-24,339.05
1611,1611,credit_card,success,2025-10-13,445.85
1612,1612,paypal,success,2024-11-09,576.74
1613,1613,credit_card,success,2025-02-07,503.6
1614,1614,bank_transfer,success,2025-12-05,173.65
1615,1615,credit_card,success,2024-11-17,440.28
1616,1616,bank_transfer,success,2025-07-23,642.61
1617,1617,credit_card,success,2025-03-23,673.9
1618,1618,bank_transfer,success,2025-04-05,739.5
1619,1619,paypal,failed,2025-08-02,570.74
1620,1620,bank_transfer,success,2025-11-03,812.91
1621,1621,paypal,success,2025-09-30,475.68
1622,1622,paypal,success,2025-07-05,717.3
1623,1623,paypal,success,2025-10-11,789.78
1624,1624,paypal,success,2025-12-04,470.79
1625,1625,credit_card,success,2024-05-06,985.37
1626,1626,credit_card,success,2024-09-15,134.83
1627,1627,bank_transfer,success,2024-11-08,997.72
1628,1628,paypal,success,2024-07-09,229.74
1629,1629,bank_transfer,success,2024-06-30,684.15
1630,1630,credit_card,success,2025-08-18,595.45
1631,1631,paypal,success,2024-10-03,400.7
1632,1632,credit_card,success,2024-11-06,287.06
1633,1633,paypal,success,2024-06-04,222.61
1634,1634,paypal,success,2026-01-07,996.32
1635,1635,credit_card,success,2024-11-23,965.22
1636,1636,credit_card,failed,2024-10-23,696.33
1637,1637,paypal,success,2026-01-08,113.86
1638,1638,credit_card,success,2024-09-22,63.54
1639,1639,paypal,success,2024-11-21,477.96
1640,1640,bank_transfer,success,2024-05-02,543.75
1641,1641,credit_card,success,2025-03-14,253.42
1642,1642,bank_transfer,success,2025-11-18,221.66
1643,1643,credit_card,success,2024-08-06,93.07
1644,1644,credit_card,success,2025-01-21,836.87
1645,1645,bank_transfer,failed,2024-02-20,464.43
1646,1646,bank_transfer,success,2025-07-23,457.54
1647,1647,paypal,success,2024-11-23,145.9
1648,1648,paypal,failed,2024-03-28,289.57
1649,1649,bank_transfer,success,2025-07-21,324.14
1650,1650,credit_card,success,2025-02-02,306.04
1651,1651,paypal,success,2024-09-18,982.87
1652,1652,paypal,failed,2024-12-01,126.33
1653,1653,paypal,success,2025-04-28,334.6
1654,1654,credit_card,success,2024-10-16,787.48
1655,1655,paypal,success,2025-11-25,769.34
1656,1656,credit_card,success,2024-05-25,376.39
1657,1657,paypal,success,2024-03-26,192.64
1658,1658,credit_card,success,2024-02-07,681.43
1659,1659,paypal,success,2024-11-07,640.21
1660,1660,paypal,success,2025-10-28,682.9
1661,1661,credit_card,success,2025-09-08,811.4
1662,1662,paypal,success,2025-09-13,685.9
1663,1663,credit_card,success,2025-09-21,599.11
1664,1664,paypal,success,2025-04-28,629.11
1665,1665,credit_card,success,2024-12-07,50.91
1666,1666,bank_transfer,success,2024-03-22,874.72
1667,1667,bank_transfer,success,2024-05-08,616.73
1668,1668,paypal,success,2024-05-12,948.04
1669,1669,paypal,success,2024-09-17,380.34
1670,1670,credit_card,failed,2025-08-30,834.19
1671,1671,credit_card,success,2024-08-29,53.86
1672,1672,bank_transfer,success,2025-01-04,484.82
1673,1673,bank_transfer,success,2024-03-06,125.53
1674,1674,paypal,success,2024-05-10,931.52
1675,1675,credit_card,success,2024-06-19,788.39
1676,1676,paypal,success,2025-06-27,644.16
1677,1677,paypal,success,2025-09-13,450.16
1678,1678,bank_transfer,success,2025-01-15,159.99
1679,1679,credit_card,success,2025-08-07,19.49
1680,1680,bank_transfer,success,2025-03-29,373.84
1681,1681,bank_transfer,success,2024-11-26,544.31
1682,1682,paypal,success,2024-11-01,316.21
1683,1683,credit_card,success,2024-08-18,693.43
1684,1684,bank_transfer,success,2024-05-09,724.11
1685,1685,credit_card,success,2026-01-19,239.41
1686,1686,bank_transfer,failed,2024-10-11,70.84
1687,1687,credit_card,success,2024-04-25,372.9
1688,1688,bank_transfer,success,2024-02-09,250.7
1689,1689,credit_card,success,2024-11-25,228.81
1690,1690,bank_transfer,success,2025-10-24,690.93
1691,1691,bank_transfer,success,2025-04-06,180.72
1692,1692,credit_card,success,2025-03-27,989.51
1693,1693,credit_card,success,2025-05-20,959.28
1694,1694,credit_card,success,2024-02-22,713.98
1695,1695,bank_transfer,success,2026-02-02,131.85
1696,1696,credit_card,success,2024-12-11,452.3
1697,1697,bank_transfer,success,2025-12-23,435.78
1698,1698,bank_transfer,success,2024-08-15,497.87
1699,1699,bank_transfer,success,2025-09-12,798.31
1700,1700,credit_card,success,2025-10-18,494.96
1701,1701,paypal,success,2025-03-27,871.06
1702,1702,credit_card,success,2025-04-21,283.65
1703,1703,paypal,success,2025-04-03,204.88
1704,1704,bank_transfer,success,2024-12-14,547.19
1705,1705,credit_card,success,2024-11-06,338.72
1706,1706,paypal,success,2025-06-21,222.68
1707,1707,bank_transfer,success,2025-10-23,517.83
1708,1708,bank_transfer,success,2025-02-23,244.45
1709,1709,bank_transfer,success,2025-02-05,430.97
1710,1710,paypal,success,2024-10-04,481.22
1711,1711,paypal,success,2025-01-17,279.34
1712,1712,paypal,success,2025-10-06,777.5
1713,1713,bank_transfer,success,2024-06-03,757.62
1714,1714,credit_card,success,2026-01-06,871.66
1715,1715,paypal,success,2024-09-25,790.52
1716,1716,credit_card,success,2025-11-29,824.42
1717,1717,bank_transfer,success,2025-01-05,219.05
1718,1718,bank_transfer,success,2024-10-10,824.49
1719,1719,bank_transfer,success,2024-03-12,360.46
1720,1720,paypal,success,2024-08-22,19.39
1721,1721,credit_card,success,2025-12-04,827.29
1722,1722,bank_transfer,success,2026-01-03,779.56
1723,1723,bank_transfer,success,2025-11-15,801.78
1724,1724,bank_transfer,success,2025-08-21,843.14
1725,1725,bank_transfer,success,2024-08-09,928.5
1726,1726,paypal,success,2025-12-07,833.26
1727,1727,paypal,success,2024-02-20,264.6
1728,1728,paypal,success,2024-05-05,555.91
1729,1729,bank_transfer,success,2025-12-03,814.04
1730,1730,credit_card,success,2024-07-23,716.83
1731,1731,paypal,success,2025-11-11,514.39
1732,1732,bank_transfer,success,2024-12-05,301.62
1733,1733,credit_card,success,2025-09-11,408.77
1734,1734,credit_card,failed,2024-06-16,141.9
1735,1735,credit_card,success,2024-03-11,364.47
1736,1736,paypal,success,2024-03-10,836.37
1737,1737,credit_card,success,2025-03-23,729.66
1738,1738,bank_transfer,success,2025-03-21,28.24
1739,1739,paypal,success,2025-12-22,429.35
1740,1740,credit_card,success,2025-06-08,386.5
1741,1741,bank_transfer,success,2025-07-28,52.93
1742,1742,paypal,success,2025-07-08,778.31
1743,1743,paypal,success,2025-06-24,894.01
1744,1744,bank_transfer,success,2025-10-07,583.27
1745,1745,credit_card,success,2025-03-07,268.25
1746,1746,bank_transfer,success,2025-01-12,192.08
1747,1747,paypal,success,2024-05-18,664.73
1748,1748,credit_card,success,2024-04-08,758.46
1749,1749,credit_card,success,2024-12-14,974.27
1750,1750,credit_card,success,2025-02-21,461.24
1751,1751,credit_card,success,2025-03-14,506.62
1752,1752,paypal,success,2025-05-31,30.26
1753,1753,bank_transfer,success,2025-03-19,615.25
1754,1754,bank_transfer,success,2024-05-03,52.26
1755,1755,paypal,success,2024-09-07,543.97
1756,1756,bank_transfer,success,2024-03-18,169.39
1757,1757,credit_card,failed,2024-06-08,502.21
1758,1758,paypal,success,2025-04-06,13.53
1759,1759,credit_card,success,2024-09-16,916.85
1760,1760,paypal,success,2025-04-05,135.56
1761,1761,credit_card,success,2025-08-26,757.36
1762,1762,bank_transfer,success,2025-08-22,988.32
1763,1763,bank_transfer,success,2025-06-02,669.6
1764,1764,bank_transfer,success,2024-10-29,282.07
1765,1765,credit_card,success,2025-07-24,618.22
1766,1766,paypal,failed,2025-04-10,623.13
1767,1767,paypal,success,2025-09-11,828.09
1768,1768,paypal,success,2025-09-12,997.89
1769,1769,credit_card,success,2024-12-29,341.38
1770,1770,paypal,success,2024-09-22,815.42
1771,1771,credit_card,success,2025-05-25,332.81
1772,1772,paypal,success,2025-01-11,785.67
1773,1773,bank_transfer,success,2024-07-17,175.89
1774,1774,paypal,failed,2024-04-03,545.51
1775,1775,bank_transfer,success,2025-08-30,782.53
1776,1776,credit_card,success,2025-09-16,414.25
1777,1777,credit_card,success,2025-04-28,435.42
1778,1778,paypal,success,2025-03-22,551.59
1779,1779,paypal,failed,2024-02-15,916.9
1780,1780,bank_transfer,success,2024-07-24,65.66
1781,1781,paypal,success,2025-02-28,284.6
1782,1782,credit_card,success,2024-03-23,529.59
1783,1783,paypal,success,2024-10-31,847.63
1784,1784,paypal,success,2025-11-09,618.01
1785,1785,paypal,success,2025-07-14,99.0
1786,1786,paypal,success,2024-11-20,423.61
1787,1787,bank_transfer,success,2025-09-10,238.38
1788,1788,paypal,success,2025-03-02,769.1
1789,1789,bank_transfer,success,2024-10-15,825.66
1790,1790,credit_card,success,2026-01-27,564.44
1791,1791,bank_transfer,success,2024-11-22,208.23
1792,1792,paypal,success,2024-07-02,578.72
1793,1793,credit_card,success,2025-04-02,204.87
1794,1794,bank_transfer,failed,2024-03-07,940.62
1795,1795,bank_transfer,failed,2025-12-06,439.17
1796,1796,paypal,success,2025-03-02,952.47
1797,1797,paypal,success,2026-02-02,34.44
1798,1798,credit_card,success,2024-04-08,359.45
1799,1799,bank_transfer,success,2024-10-11,401.11
1800,1800,credit_card,success,2024-08-18,999.72
1801,1801,credit_card,success,2025-12-07,343.64
1802,1802,credit_card,success,2024-02-23,930.35
1803,1803,bank_transfer,success,2024-09-10,108.95
1804,1804,bank_transfer,success,2025-05-22,120.67
1805,1805,credit_card,failed,2026-01-19,298.73
1806,1806,bank_transfer,failed,2024-05-28,469.24
1807,1807,bank_transfer,failed,2025-02-04,206.78
1808,1808,paypal,success,2024-03-13,234.15
1809,1809,paypal,success,2025-12-30,418.65
1810,1810,credit_card,success,2024-09-29,62.08
1811,1811,credit_card,success,2024-07-13,894.07
1812,1812,paypal,success,2025-12-27,327.43
1813,1813,bank_transfer,success,2025-01-09,423.58
1814,1814,bank_transfer,success,2024-03-28,50.59
1815,1815,bank_transfer,success,2026-01-19,634.05
1816,1816,paypal,success,2024-10-13,183.36
1817,1817,paypal,success,2025-12-28,780.64
1818,1818,paypal,success,2025-09-13,307.17
1819,1819,paypal,success,2024-07-06,819.63
1820,1820,paypal,success,2024-08-14,231.09
1821,1821,paypal,success,2025-11-09,166.97
1822,1822,paypal,success,2025-11-21,62.32
1823,1823,bank_transfer,success,2024-07-05,384.84
1824,1824,credit_card,failed,2024-12-15,429.96
1825,1825,bank_transfer,success,2024-03-24,199.0
1826,1826,credit_card,success,2025-04-22,619.31
1827,1827,bank_transfer,success,2025-05-18,477.49
1828,1828,credit_card,success,2024-08-01,860.48
1829,1829,credit_card,success,2025-06-02,733.46
1830,1830,bank_transfer,success,2024-04-15,814.35
1831,1831,bank_transfer,success,2024-08-15,260.08
1832,1832,bank_transfer,success,2024-08-03,578.59
1833,1833,bank_transfer,success,2025-06-12,389.1
1834,1834,paypal,success,2024-07-06,671.0
1835,1835,paypal,success,2025-02-09,972.43
1836,1836,bank_transfer,success,2025-05-30,90.0
1837,1837,credit_card,success,2024-03-03,392.53
1838,1838,credit_card,success,2025-09-14,447.72
1839,1839,paypal,success,2025-02-22,54.64
1840,1840,credit_card,success,2024-12-20,98.94
1841,1841,credit_card,success,2025-12-14,805.86
1842,1842,bank_transfer,success,2024-06-01,282.01
1843,1843,credit_card,success,2025-01-07,624.07
1844,1844,paypal,success,2024-02-17,828.78
1845,1845,paypal,success,2024-08-20,40.13
1846,1846,paypal,success,2024-02-05,460.58
1847,1847,paypal,success,2025-01-13,821.34
1848,1848,bank_transfer,success,2024-11-16,273.11
1849,1849,bank_transfer,success,2025-03-09,744.64
1850,1850,bank_transfer,success,2025-11-02,526.78
1851,1851,paypal,success,2024-12-14,639.09
1852,1852,bank_transfer,success,2025-08-20,523.63
1853,1853,paypal,success,2024-06-18,50.39
1854,1854,bank_transfer,failed,2024-12-18,439.21
1855,1855,paypal,success,2024-08-25,65.33
1856,1856,credit_card,success,2025-12-12,632.74
1857,1857,bank_transfer,success,2025-05-02,217.48
1858,1858,credit_card,success,2024-08-03,329.96
1859,1859,bank_transfer,success,2024-07-24,766.63
1860,1860,paypal,success,2025-01-07,33.08
1861,1861,paypal,success,2025-11-17,793.74
1862,1862,credit_card,success,2024-08-17,412.93
1863,1863,paypal,success,2025-12-14,822.93
1864,1864,credit_card,success,2024-04-23,40.8
1865,1865,paypal,success,2024-11-25,570.15
1866,1866,credit_card,success,2025-08-19,936.18
1867,1867,credit_card,failed,2026-01-07,765.16
1868,1868,bank_transfer,success,2024-11-13,346.33
1869,1869,paypal,success,2024-08-23,512.96
1870,1870,credit_card,success,2024-11-07,515.36
1871,1871,credit_card,success,2025-05-16,972.92
1872,1872,bank_transfer,success,2025-07-08,786.59
1873,1873,credit_card,success,2025-01-06,700.87
1874,1874,credit_card,failed,2024-10-29,493.64
1875,1875,bank_transfer,success,2024-11-28,923.65
1876,1876,paypal,failed,2024-08-30,94.58
1877,1877,credit_card,success,2025-02-15,555.93
1878,1878,paypal,success,2024-09-16,106.35
1879,1879,bank_transfer,success,2024-05-25,120.17
1880,1880,paypal,success,2024-07-26,934.41
1881,1881,paypal,success,2025-09-14,705.39
1882,1882,bank_transfer,success,2025-09-11,281.67
1883,1883,bank_transfer,success,2024-10-11,832.72
1884,1884,credit_card,success,2025-12-16,501.76
1885,1885,paypal,success,2025-12-25,827.59
1886,1886,bank_transfer,success,2025-08-12,591.61
1887,1887,paypal,success,2025-07-06,558.81
1888,1888,paypal,success,2024-10-30,594.16
1889,1889,credit_card,success,2025-01-20,815.3
1890,1890,credit_card,success,2024-06-10,908.64
1891,1891,paypal,success,2026-01-25,208.09
1892,1892,credit_card,success,2025-06-24,495.3
1893,1893,bank_transfer,success,2025-02-15,419.51
1894,1894,bank_transfer,success,2024-02-27,498.61
1895,1895,paypal,success,2024-08-12,678.31
1896,1896,paypal,success,2025-08-01,498.15
1897,1897,paypal,success,2025-10-26,714.36
1898,1898,credit_card,success,2024-06-06,715.94
1899,1899,credit_card,success,2024-07-06,45.48
1900,1900,bank_transfer,success,2025-02-09,139.77
1901,1901,credit_card,success,2025-09-01,874.6
1902,1902,paypal,success,2025-05-19,605.16
1903,1903,credit_card,success,2025-04-06,261.94
1904,1904,bank_transfer,success,2024-11-19,511.72
1905,1905,credit_card,success,2024-05-04,462.4
1906,1906,bank_transfer,success,2024-07-04,359.77
1907,1907,credit_card,success,2025-09-15,827.99
1908,1908,bank_transfer,success,2024-06-17,619.34
1909,1909,bank_transfer,success,2025-12-29,198.52
1910,1910,paypal,success,2024-11-09,929.69
1911,1911,bank_transfer,success,2024-06-01,845.95
1912,1912,paypal,success,2024-06-28,544.86
1913,1913,credit_card,success,2024-04-21,158.2
1914,1914,paypal,success,2024-08-06,676.25
1915,1915,bank_transfer,success,2024-05-03,710.03
1916,1916,paypal,success,2026-01-21,949.92
1917,1917,credit_card,success,2025-08-25,221.09
1918,1918,credit_card,failed,2025-07-12,176.88
1919,1919,bank_transfer,success,2025-05-23,725.07
1920,1920,paypal,success,2025-04-14,190.01
1921,1921,paypal,success,2025-10-21,722.47
1922,1922,credit_card,success,2025-01-25,636.06
1923,1923,credit_card,failed,2024-09-14,54.27
1924,1924,credit_card,success,2024-05-05,352.79
1925,1925,bank_transfer,success,2024-04-28,556.6
1926,1926,paypal,success,2025-04-25,895.87
1927,1927,paypal,success,2024-12-27,258.47
1928,1928,credit_card,success,2024-07-30,26.6
1929,1929,credit_card,success,2024-05-24,174.08
1930,1930,bank_transfer,success,2024-11-27,623.26
1931,1931,paypal,success,2024-09-02,15.8
1932,1932,paypal,success,2025-05-25,992.49
1933,1933,credit_card,success,2024-06-23,83.18
1934,1934,paypal,success,2024-12-19,306.42
1935,1935,credit_card,success,2024-05-21,866.2
1936,1936,paypal,success,2025-08-04,940.48
1937,1937,paypal,failed,2024-08-06,141.31
1938,1938,paypal,success,2025-08-24,131.99
1939,1939,paypal,success,2025-02-23,639.09
1940,1940,bank_transfer,success,2024-09-16,944.32
1941,1941,credit_card,success,2025-07-01,385.47
1942,1942,credit_card,success,2025-06-23,687.42
1943,1943,bank_transfer,success,2024-07-23,244.85
1944,1944,bank_transfer,success,2025-04-09,567.94
1945,1945,paypal,success,2024-05-14,56.33
1946,1946,credit_card,success,2024-04-06,851.57
1947,1947,paypal,success,2025-03-28,315.2
1948,1948,credit_card,success,2025-02-18,422.67
1949,1949,bank_transfer,success,2025-07-26,637.12
1950,1950,bank_transfer,success,2024-09-29,710.18
1951,1951,bank_transfer,success,2024-10-01,868.51
1952,1952,bank_transfer,success,2025-05-13,714.61
1953,1953,paypal,success,2025-11-25,885.66
1954,1954,paypal,success,2024-10-29,26.89
1955,1955,bank_transfer,success,2026-01-30,559.03
1956,1956,paypal,success,2024-04-21,782.27
1957,1957,bank_transfer,failed,2024-10-23,625.85
1958,1958,credit_card,success,2024-03-24,767.84
1959,1959,paypal,success,2026-01-22,948.5
1960,1960,paypal,success,2024-06-25,485.24
1961,1961,paypal,success,2024-04-22,229.43
1962,1962,bank_transfer,success,2025-03-01,91.44
1963,1963,paypal,failed,2024-12-20,494.59
1964,1964,bank_transfer,success,2024-10-28,161.53
1965,1965,paypal,success,2025-06-03,804.54
1966,1966,paypal,success,2025-11-20,100.97
1967,1967,credit_card,success,2024-11-05,397.19
1968,1968,bank_transfer,success,2025-06-08,312.42
1969,1969,paypal,success,2024-12-16,960.84
1970,1970,credit_card,success,2025-05-06,179.03
1971,1971,bank_transfer,success,2025-07-26,216.3
1972,1972,bank_transfer,success,2024-02-18,884.19
1973,1973,bank_transfer,failed,2024-08-12,108.82
1974,1974,paypal,success,2024-06-19,717.18
1975,1975,credit_card,success,2024-10-26,582.62
1976,1976,paypal,success,2025-11-23,509.39
1977,1977,bank_transfer,success,2026-01-18,823.67
1978,1978,paypal,failed,2025-05-15,640.04
1979,1979,bank_transfer,success,2025-10-11,522.17
1980,1980,bank_transfer,success,2024-10-07,880.59
1981,1981,bank_transfer,success,2024-03-20,752.23
1982,1982,credit_card,success,2026-01-30,381.09
1983,1983,credit_card,success,2024-10-17,451.57
1984,1984,credit_card,success,2024-05-16,148.57
1985,1985,bank_transfer,success,2024-11-12,988.93
1986,1986,credit_card,success,2024-03-17,358.9
1987,1987,credit_card,success,2025-12-12,410.12
1988,1988,credit_card,success,2025-05-15,259.88
1989,1989,credit_card,success,2024-03-26,613.77
1990,1990,paypal,success,2025-08-16,221.67
1991,1991,paypal,success,2025-07-27,822.22
1992,1992,bank_transfer,success,2024-12-10,101.41
1993,1993,paypal,success,2025-04-30,431.94
1994,1994,bank_transfer,success,2025-11-16,520.06
1995,1995,bank_transfer,success,2024-06-08,629.3
1996,1996,credit_card,success,2024-07-23,894.25
1997,1997,credit_card,success,2025-07-05,996.05
1998,1998,paypal,failed,2025-01-19,280.47
1999,1999,credit_card,success,2025-02-07,573.3
2000,2000,credit_card,success,2025-06-23,704.59
2001,2001,bank_transfer,success,2025-01-01,266.54
2002,2002,paypal,success,2025-07-11,413.26
2003,2003,paypal,success,2025-10-09,53.98
2004,2004,bank_transfer,success,2025-06-02,576.85
2005,2005,bank_transfer,failed,2024-05-21,777.2
2006,2006,bank_transfer,success,2025-01-15,730.69
2007,2007,credit_card,failed,2025-09-28,791.88
2008,2008,paypal,success,2025-04-02,87.14
2009,2009,bank_transfer,success,2025-08-31,569.33
2010,2010,paypal,success,2024-08-04,854.05
2011,2011,credit_card,success,2025-08-23,487.04
2012,2012,paypal,success,2024-08-17,937.23
2013,2013,credit_card,success,2025-10-04,548.5
2014,2014,bank_transfer,success,2024-12-16,899.84
2015,2015,credit_card,success,2025-01-14,100.32
2016,2016,credit_card,success,2024-11-13,557.4
2017,2017,credit_card,success,2025-09-29,91.81
2018,2018,paypal,success,2024-12-08,478.6
2019,2019,bank_transfer,success,2025-09-28,949.36
2020,2020,bank_transfer,success,2024-06-27,426.65
2021,2021,credit_card,success,2025-01-30,390.55
2022,2022,credit_card,success,2024-04-26,944.43
2023,2023,paypal,success,2024-06-04,475.54
2024,2024,paypal,success,2025-08-27,758.8
2025,2025,bank_transfer,success,2025-03-04,996.35
2026,2026,bank_transfer,success,2025-10-24,83.54
2027,2027,bank_transfer,success,2024-07-03,909.87
2028,2028,paypal,success,2025-02-02,206.49
2029,2029,bank_transfer,success,2026-02-02,803.62
2030,2030,bank_transfer,success,2024-02-29,712.41
2031,2031,bank_transfer,success,2024-08-20,711.34
2032,2032,paypal,success,2025-08-20,573.42
2033,2033,paypal,success,2024-08-26,660.52
2034,2034,credit_card,failed,2024-09-03,103.87
2035,2035,credit_card,failed,2025-12-08,476.09
2036,2036,paypal,success,2024-12-15,646.94
2037,2037,bank_transfer,success,2024-09-30,740.3
2038,2038,bank_transfer,success,2025-03-19,963.28
2039,2039,bank_transfer,success,2025-01-02,263.8
2040,2040,credit_card,success,2024-05-02,526.04
2041,2041,bank_transfer,success,2025-08-13,424.13
2042,2042,paypal,failed,2024-12-18,506.45
2043,2043,paypal,success,2024-07-03,247.82
2044,2044,credit_card,success,2025-12-02,802.01
2045,2045,credit_card,success,2025-04-22,444.76
2046,2046,credit_card,success,2024-07-11,172.15
2047,2047,credit_card,success,2024-02-25,143.73
2048,2048,credit_card,success,2025-01-04,538.67
2049,2049,bank_transfer,success,2024-09-08,868.6
2050,2050,bank_transfer,success,2024-07-28,502.99
2051,2051,paypal,success,2024-04-25,471.23
2052,2052,paypal,success,2024-08-28,937.64
2053,2053,credit_card,success,2025-09-26,669.02
2054,2054,paypal,success,2024-05-10,338.05
2055,2055,paypal,success,2025-02-11,327.75
2056,2056,paypal,failed,2024-09-18,783.14
2057,2057,paypal,success,2024-05-12,278.28
2058,2058,paypal,success,2025-11-16,204.86
2059,2059,paypal,failed,2024-02-11,726.78
2060,2060,bank_transfer,success,2025-08-30,133.83
2061,2061,paypal,success,2024-03-03,349.35
2062,2062,bank_transfer,success,2024-05-09,331.59
2063,2063,credit_card,success,2024-04-29,466.69
2064,2064,bank_transfer,success,2025-11-25,789.06
2065,2065,credit_card,success,2024-04-13,247.76
2066,2066,bank_transfer,success,2024-08-14,932.94
2067,2067,credit_card,success,2025-10-20,673.32
2068,2068,bank_transfer,success,2024-03-04,227.1
2069,2069,bank_transfer,success,2024-12-01,509.74
2070,2070,paypal,failed,2024-12-02,653.43
2071,2071,bank_transfer,success,2025-01-19,354.09
2072,2072,credit_card,success,2025-08-02,576.77
2073,2073,bank_transfer,success,2024-05-24,726.69
2074,2074,credit_card,success,2025-03-31,104.19
2075,2075,bank_transfer,success,2024-08-23,619.87
2076,2076,paypal,success,2024-08-13,729.8
2077,2077,credit_card,success,2025-02-07,443.79
2078,2078,bank_transfer,success,2025-10-03,267.1
2079,2079,bank_transfer,success,2024-02-28,92.45
2080,2080,bank_transfer,success,2024-02-14,947.58
2081,2081,paypal,success,2025-02-06,346.43
2082,2082,paypal,success,2025-12-17,963.49
2083,2083,bank_transfer,success,2024-12-16,285.69
2084,2084,paypal,success,2025-11-08,153.94
2085,2085,bank_transfer,success,2025-05-08,480.46
2086,2086,paypal,failed,2024-07-10,234.79
2087,2087,bank_transfer,success,2025-02-05,951.83
2088,2088,credit_card,failed,2025-10-02,574.65
2089,2089,credit_card,success,2024-12-26,199.82
2090,2090,bank_transfer,failed,2025-11-01,531.65
2091,2091,paypal,failed,2024-02-07,44.81
2092,2092,paypal,success,2024-11-15,99.67
2093,2093,bank_transfer,failed,2024-07-01,114.95
2094,2094,bank_transfer,success,2025-07-11,113.75
2095,2095,bank_transfer,success,2025-08-09,572.54
2096,2096,paypal,success,2024-09-20,669.18
2097,2097,credit_card,success,2025-12-03,582.81
2098,2098,credit_card,success,2024-07-09,308.2
2099,2099,paypal,failed,2025-04-07,187.44
2100,2100,bank_transfer,failed,2024-03-30,569.07
2101,2101,paypal,success,2024-05-29,716.1
2102,2102,paypal,failed,2025-07-26,371.37
2103,2103,bank_transfer,success,2025-06-10,701.83
2104,2104,paypal,success,2024-12-07,99.06
2105,2105,bank_transfer,success,2024-02-23,465.29
2106,2106,paypal,success,2024-02-13,543.93
2107,2107,bank_transfer,success,2024-09-03,73.51
2108,2108,bank_transfer,success,2025-04-28,267.04
2109,2109,paypal,success,2025-09-01,932.34
2110,2110,credit_card,success,2025-09-12,499.05
2111,2111,paypal,success,2024-07-25,15.16
2112,2112,bank_transfer,success,2024-05-30,727.36
2113,2113,paypal,success,2024-12-28,893.83
2114,2114,bank_transfer,success,2026-01-15,916.59
2115,2115,bank_transfer,success,2025-10-28,102.58
2116,2116,bank_transfer,success,2024-08-28,485.8
2117,2117,bank_transfer,success,2025-09-15,257.44
2118,2118,paypal,success,2024-06-12,559.02
2119,2119,paypal,success,2025-05-22,426.62
2120,2120,bank_transfer,success,2025-03-01,728.92
2121,2121,paypal,failed,2024-12-29,281.58
2122,2122,paypal,success,2024-08-07,940.56
2123,2123,bank_transfer,failed,2024-03-30,768.07
2124,2124,paypal,success,2025-06-30,448.31
2125,2125,bank_transfer,success,2024-10-18,101.49
2126,2126,paypal,success,2025-12-24,644.64
2127,2127,paypal,success,2025-09-27,447.81
2128,2128,paypal,success,2025-04-22,993.25
2129,2129,credit_card,success,2025-12-23,539.51
2130,2130,paypal,success,2026-02-02,718.82
2131,2131,paypal,success,2024-06-09,840.1
2132,2132,bank_transfer,success,2026-01-28,895.62
2133,2133,paypal,success,2024-11-09,489.29
2134,2134,credit_card,success,2024-04-22,553.79
2135,2135,bank_transfer,success,2024-02-19,126.74
2136,2136,credit_card,success,2025-06-12,658.26
