order_id,customer_id,order_date,order_status,currency
5722,5823,2024-05-28,cancelled,EUR
5723,4387,2025-06-07,completed,EUR
5724,2285,2025-07-18,completed,EUR
5725,6006,2025-05-08,completed,EUR
5726,7676,2025-01-30,completed,EUR
5727,2802,2025-11-16,completed,EUR
5728,3581,2024-05-20,completed,EUR
5729,4900,2024-09-24,refunded,EUR
5730,7818,2024-10-08,completed,EUR
5731,8204,2025-03-22,completed,EUR
5732,9094,2024-07-27,cancelled,EUR
5733,7274,2025-07-06,refunded,EUR
5734,5287,2025-01-11,completed,EUR
5735,7087,2025-06-14,completed,EUR
5736,2104,2024-05-31,completed,EUR
5737,2370,2025-12-10,cancelled,EUR
5738,3473,2025-01-29,completed,EUR
5739,59,2024-10-17,completed,EUR
5740,1486,2025-12-09,completed,EUR
5741,6484,2024-08-29,completed,EUR
5742,672,2024-02-23,refunded,EUR
5743,7234,2024-04-21,completed,EUR
5744,6852,2025-10-30,completed,EUR
5745,3675,2025-07-29,completed,EUR
5746,2973,2025-07-04,completed,EUR
5747,2956,2025-08-01,completed,EUR
5748,106,2025-08-11,completed,EUR
5749,5024,2024-08-24,cancelled,EUR
5750,4292,2024-05-21,completed,EUR
5751,5435,2024-03-11,completed,EUR
5752,8785,2025-06-02,completed,EUR
5753,1913,2025-03-04,completed,EUR
5754,767,2024-08-14,completed,EUR
5755,7321,2025-08-12,completed,EUR
5756,2411,2024-09-03,cancelled,EUR
5757,898,2025-08-28,completed,EUR
5758,8491,2024-07-24,completed,EUR
5759,6315,2024-02-16,completed,EUR
5760,2442,2025-12-07,cancelled,EUR
5761,5127,2024-06-06,completed,EUR
5762,8763,2025-08-18,completed,EUR
5763,8670,2025-10-28,completed,EUR
5764,8412,2025-04-01,cancelled,EUR
5765,4143,2025-07-31,completed,EUR
5766,1088,2025-11-20,completed,EUR
5767,455,2025-09-11,cancelled,EUR
5768,5541,2025-06-06,completed,EUR
5769,4159,2024-07-05,completed,EUR
5770,1964,2026-01-12,completed,EUR
5771,7843,2025-01-27,completed,EUR
5772,8064,2024-08-14,completed,EUR
5773,67,2024-10-05,completed,EUR
5774,7636,2024-02-19,completed,EUR
5775,7253,2025-10-13,completed,EUR
5776,8741,2025-12-24,completed,EUR
5777,84,2025-03-31,completed,EUR
5778,369,2024-03-08,completed,EUR
5779,8789,2024-07-12,completed,EUR
5780,4804,2026-01-18,completed,EUR
5781,4621,2025-06-26,completed,EUR
5782,3962,2024-12-31,completed,EUR
5783,6587,2025-08-25,completed,EUR
5784,9803,2025-12-17,cancelled,EUR
5785,2363,2024-09-27,completed,EUR
5786,8961,2025-09-18,cancelled,EUR
5787,3266,2025-10-14,completed,EUR
5788,5921,2025-08-10,completed,EUR
5789,6,2025-06-09,completed,EUR
5790,2910,2024-08-31,completed,EUR
5791,4525,2025-04-28,completed,EUR
5792,2768,2024-03-17,completed,EUR
5793,5468,2026-01-16,completed,EUR
5794,5016,2024-06-23,completed,EUR
5795,3054,2024-08-22,completed,EUR
5796,3526,2025-05-17,completed,EUR
5797,9879,2025-09-12,completed,EUR
5798,3832,2025-12-20,completed,EUR
5799,252,2025-12-07,completed,EUR
5800,5148,2025-02-03,refunded,EUR
5801,599,2025-11-12,completed,EUR
5802,3527,2024-04-01,completed,EUR
5803,7101,2024-02-24,completed,EUR
5804,5867,2025-03-25,refunded,EUR
5805,756,2025-05-27,completed,EUR
5806,5554,2025-03-31,refunded,EUR
5807,3456,2025-03-08,cancelled,EUR
5808,2110,2025-07-02,completed,EUR
5809,5247,2024-06-12,completed,EUR
5810,496,2025-02-12,completed,EUR
5811,5816,2025-11-16,refunded,EUR
5812,7831,2024-04-30,completed,EUR
5813,5588,2025-04-26,refunded,EUR
5814,8579,2024-09-23,completed,EUR
5815,3582,2024-12-08,completed,EUR
5816,2960,2024-03-26,completed,EUR
5817,3789,2024-10-20,completed,EUR
5818,9883,2025-06-01,completed,EUR
5819,1165,2025-12-04,completed,EUR
5820,6835,2026-01-03,completed,EUR
5821,9647,2025-06-27,completed,EUR
5822,3258,2025-11-01,completed,EUR
5823,4646,2025-01-03,completed,EUR
5824,4206,2024-07-27,completed,EUR
5825,7928,2024-02-04,completed,EUR
5826,5691,2024-02-15,completed,EUR
5827,1082,2025-08-29,completed,EUR
5828,7671,2025-03-23,completed,EUR
5829,1164,2024-02-29,completed,EUR
5830,8893,2024-04-17,refunded,EUR
5831,6037,2024-07-22,completed,EUR
5832,2451,2025-04-23,completed,EUR
5833,846,2025-05-09,completed,EUR
5834,6643,2025-11-30,completed,EUR
5835,9377,2025-04-09,completed,EUR
5836,9154,2024-08-06,completed,EUR
5837,8290,2025-09-22,completed,EUR
5838,9364,2024-12-21,cancelled,EUR
5839,942,2025-06-09,refunded,EUR
5840,3894,2024-11-05,completed,EUR
5841,2698,2025-04-09,completed,EUR
5842,2824,2024-05-01,completed,EUR
5843,9831,2025-12-22,completed,EUR
5844,5869,2025-09-11,completed,EUR
5845,3514,2025-05-11,completed,EUR
5846,1479,2025-06-23,refunded,EUR
5847,8584,2024-11-29,completed,EUR
5848,1072,2024-04-02,completed,EUR
5849,3644,2024-07-27,completed,EUR
5850,9431,2025-02-07,completed,EUR
5851,25,2025-02-05,completed,EUR
5852,3973,2024-05-29,completed,EUR
5853,2949,2024-10-21,completed,EUR
5854,6737,2025-07-14,cancelled,EUR
5855,2327,2025-05-21,completed,EUR
5856,2027,2025-12-17,completed,EUR
5857,1386,2025-08-05,completed,EUR
5858,538,2026-01-26,completed,EUR
5859,9857,2024-05-21,completed,EUR
5860,9567,2025-01-07,completed,EUR
5861,4237,2025-06-28,refunded,EUR
5862,2582,2024-02-13,cancelled,EUR
5863,3189,2025-03-08,completed,EUR
5864,7500,2024-12-06,completed,EUR
5865,5412,2026-01-30,completed,EUR
5866,5024,2025-01-22,completed,EUR
5867,3434,2025-12-29,completed,EUR
5868,8020,2024-08-23,completed,EUR
5869,8768,2026-01-27,completed,EUR
5870,9219,2025-03-02,completed,EUR
5871,7090,2024-12-10,completed,EUR
5872,3210,2025-01-13,completed,EUR
5873,9756,2024-10-08,completed,EUR
5874,2875,2024-07-24,completed,EUR
5875,9932,2025-09-12,completed,EUR
5876,1136,2025-05-15,completed,EUR
5877,7204,2025-08-04,completed,EUR
5878,8658,2024-10-13,refunded,EUR
5879,6215,2025-08-04,completed,EUR
5880,436,2025-02-04,cancelled,EUR
5881,4843,2024-09-17,completed,EUR
5882,6510,2025-03-30,completed,EUR
5883,9156,2025-12-11,completed,EUR
5884,3698,2025-09-23,completed,EUR
5885,8276,2024-10-01,completed,EUR
5886,4367,2025-01-27,completed,EUR
5887,1976,2024-05-15,completed,EUR
5888,9477,2025-10-07,completed,EUR
5889,1568,2025-11-22,completed,EUR
5890,4317,2025-10-12,completed,EUR
5891,9034,2024-06-06,completed,EUR
5892,8186,2026-01-09,completed,EUR
5893,709,2024-06-18,completed,EUR
5894,6463,2024-12-31,completed,EUR
5895,2231,2024-07-06,completed,EUR
5896,3464,2025-09-12,completed,EUR
5897,3616,2024-11-22,completed,EUR
5898,9321,2025-07-29,completed,EUR
5899,283,2025-07-13,completed,EUR
5900,5443,2025-06-24,completed,EUR
5901,3239,2025-04-17,completed,EUR
5902,571,2025-03-17,completed,EUR
5903,7983,2026-01-12,completed,EUR
5904,9582,2025-06-14,completed,EUR
5905,1557,2025-07-10,completed,EUR
5906,3705,2025-07-12,completed,EUR
5907,7030,2025-05-18,completed,EUR
5908,1171,2024-06-14,completed,EUR
5909,5589,2024-04-25,completed,EUR
5910,7722,2024-04-11,completed,EUR
5911,7281,2025-02-24,completed,EUR
5912,3000,2024-11-18,completed,EUR
5913,7085,2025-06-22,completed,EUR
5914,412,2025-03-25,completed,EUR
5915,8729,2024-04-07,completed,EUR
5916,6471,2025-05-10,completed,EUR
5917,8688,2024-10-17,completed,EUR
5918,8232,2024-03-05,completed,EUR
5919,4106,2024-11-18,cancelled,EUR
5920,2863,2024-06-30,completed,EUR
5921,634,2025-11-16,completed,EUR
5922,3108,2025-07-31,completed,EUR
5923,434,2024-09-25,completed,EUR
5924,8556,2024-04-15,completed,EUR
5925,8179,2025-10-14,completed,EUR
5926,7039,2025-02-18,refunded,EUR
5927,9249,2025-05-14,completed,EUR
5928,3987,2025-09-09,completed,EUR
5929,7787,2025-06-17,completed,EUR
5930,963,2024-11-18,completed,EUR
5931,814,2025-10-31,completed,EUR
5932,9266,2024-04-15,completed,EUR
5933,5379,2024-02-19,completed,EUR
5934,7449,2025-04-09,completed,EUR
5935,2897,2024-06-10,completed,EUR
5936,7262,2024-11-12,refunded,EUR
5937,1461,2024-03-15,completed,EUR
5938,2657,2024-12-19,completed,EUR
5939,5036,2025-02-14,completed,EUR
5940,5155,2025-07-15,completed,EUR
5941,7643,2025-04-04,cancelled,EUR
5942,9733,2025-10-20,completed,EUR
5943,8790,2025-10-19,completed,EUR
5944,8448,2025-04-12,completed,EUR
5945,5008,2024-02-08,completed,EUR
5946,4141,2024-10-12,completed,EUR
5947,8006,2024-10-04,completed,EUR
5948,7770,2026-01-21,completed,EUR
5949,7282,2025-10-08,completed,EUR
5950,4157,2025-03-15,completed,EUR
5951,6922,2025-03-30,completed,EUR
5952,1981,2025-05-13,completed,EUR
5953,7576,2025-02-22,completed,EUR
5954,6169,2025-06-12,completed,EUR
5955,1820,2024-08-14,completed,EUR
5956,4282,2024-06-15,cancelled,EUR
5957,5893,2024-10-30,completed,EUR
5958,7668,2025-05-24,cancelled,EUR
5959,4343,2025-10-26,refunded,EUR
5960,4320,2025-03-24,completed,EUR
5961,349,2026-01-29,completed,EUR
5962,3839,2024-04-24,refunded,EUR
5963,3748,2024-08-13,cancelled,EUR
5964,156,2024-02-24,completed,EUR
5965,203,2025-03-26,completed,EUR
5966,7576,2024-07-31,completed,EUR
5967,6281,2024-10-15,refunded,EUR
5968,3213,2025-03-15,completed,EUR
5969,7423,2024-04-03,completed,EUR
5970,4576,2024-09-22,completed,EUR
5971,1778,2025-04-21,completed,EUR
5972,8738,2024-09-22,refunded,EUR
5973,3125,2025-01-20,completed,EUR
5974,6817,2024-06-03,completed,EUR
5975,9282,2025-08-14,completed,EUR
5976,3071,2025-10-27,cancelled,EUR
5977,8870,2025-09-26,completed,EUR
5978,886,2026-01-11,cancelled,EUR
5979,8721,2024-06-26,refunded,EUR
5980,2834,2024-05-27,completed,EUR
5981,9306,2025-12-30,completed,EUR
5982,4336,2024-02-13,completed,EUR
5983,9416,2025-11-28,completed,EUR
5984,6717,2025-03-28,completed,EUR
5985,1169,2024-02-12,completed,EUR
5986,68,2025-06-18,completed,EUR
5987,2206,2025-11-18,cancelled,EUR
5988,5714,2025-05-03,completed,EUR
5989,2171,2024-07-14,completed,EUR
5990,1198,2024-02-16,completed,EUR
5991,4872,2025-05-12,completed,EUR
5992,2644,2024-10-22,refunded,EUR
5993,5849,2024-06-21,completed,EUR
5994,9123,2025-12-16,completed,EUR
5995,1777,2026-01-07,completed,EUR
5996,777,2025-12-16,completed,EUR
5997,1878,2024-09-08,completed,EUR
5998,3035,2024-03-23,refunded,EUR
5999,370,2025-12-12,cancelled,EUR
6000,1741,2024-05-18,completed,EUR
6001,8810,2024-11-14,cancelled,EUR
6002,4350,2024-12-05,completed,EUR
6003,2832,2025-03-13,completed,EUR
6004,7826,2025-07-14,completed,EUR
6005,597,2024-05-28,completed,EUR
6006,3234,2024-04-05,completed,EUR
6007,4494,2025-08-07,completed,EUR
6008,2680,2025-04-24,completed,EUR
6009,213,2024-05-25,completed,EUR
6010,2122,2025-09-29,completed,EUR
6011,8171,2024-07-23,completed,EUR
6012,6176,2025-07-28,cancelled,EUR
6013,3635,2024-06-20,completed,EUR
6014,9065,2025-11-10,completed,EUR
6015,946,2025-03-25,completed,EUR
6016,8472,2024-09-13,completed,EUR
6017,7766,2024-08-17,completed,EUR
6018,7325,2025-05-01,completed,EUR
6019,415,2024-06-28,completed,EUR
6020,3907,2024-02-10,completed,EUR
6021,9078,2024-06-04,completed,EUR
6022,8677,2024-06-09,completed,EUR
6023,3879,2025-02-20,cancelled,EUR
6024,9555,2025-04-18,completed,EUR
6025,3721,2025-04-26,completed,EUR
6026,8898,2024-08-07,cancelled,EUR
6027,1002,2025-06-03,completed,EUR
6028,917,2024-06-19,completed,EUR
6029,8691,2024-08-18,completed,EUR
6030,155,2025-12-28,completed,EUR
6031,9168,2025-07-16,cancelled,EUR
6032,1430,2025-06-20,completed,EUR
6033,7425,2024-12-15,cancelled,EUR
6034,5022,2025-10-11,completed,EUR
6035,8346,2024-03-31,completed,EUR
6036,7921,2025-02-12,completed,EUR
6037,1131,2025-02-01,completed,EUR
6038,3036,2024-08-23,completed,EUR
6039,4928,2025-11-30,completed,EUR
6040,9716,2025-07-03,completed,EUR
6041,2920,2024-12-07,completed,EUR
6042,4127,2024-07-29,cancelled,EUR
6043,8412,2024-05-01,completed,EUR
6044,4056,2025-06-16,completed,EUR
6045,2383,2025-11-21,completed,EUR
6046,9159,2025-08-18,completed,EUR
6047,5098,2024-10-14,completed,EUR
6048,3913,2025-05-09,completed,EUR
6049,3296,2025-03-01,completed,EUR
6050,2284,2025-01-30,completed,EUR
6051,9741,2024-11-17,completed,EUR
6052,3166,2024-09-27,completed,EUR
6053,5601,2024-12-05,completed,EUR
6054,2149,2025-05-17,completed,EUR
6055,8402,2025-03-26,completed,EUR
6056,4671,2025-08-12,completed,EUR
6057,151,2025-10-19,completed,EUR
6058,4268,2025-12-26,refunded,EUR
6059,6637,2025-11-01,completed,EUR
6060,8718,2025-04-03,completed,EUR
6061,4691,2024-04-22,completed,EUR
6062,4349,2024-07-05,completed,EUR
6063,1587,2024-08-31,completed,EUR
6064,7766,2025-06-28,completed,EUR
6065,8761,2025-01-31,completed,EUR
6066,3766,2024-03-12,completed,EUR
6067,1494,2025-01-11,cancelled,EUR
6068,4106,2025-09-13,completed,EUR
6069,272,2025-10-15,completed,EUR
6070,5946,2024-02-08,completed,EUR
6071,6642,2024-04-12,refunded,EUR
6072,7089,2025-07-08,completed,EUR
6073,3328,2024-09-01,completed,EUR
6074,8118,2025-10-13,completed,EUR
6075,821,2025-05-10,completed,EUR
6076,5811,2024-09-09,completed,EUR
6077,1479,2024-12-02,completed,EUR
6078,5636,2025-11-30,completed,EUR
6079,9923,2024-12-15,cancelled,EUR
6080,7799,2024-06-24,completed,EUR
6081,6014,2025-12-20,cancelled,EUR
6082,330,2024-08-27,completed,EUR
6083,5596,2024-03-01,completed,EUR
6084,2587,2026-01-30,completed,EUR
6085,4965,2024-05-31,completed,EUR
6086,9760,2025-09-09,completed,EUR
6087,567,2025-10-12,completed,EUR
6088,1901,2024-03-04,completed,EUR
6089,500,2026-01-28,cancelled,EUR
6090,6772,2025-03-04,cancelled,EUR
6091,3101,2024-10-06,completed,EUR
6092,7645,2025-07-06,completed,EUR
6093,1103,2025-11-26,completed,EUR
6094,6226,2025-12-07,completed,EUR
6095,9555,2025-02-15,completed,EUR
6096,1031,2025-01-23,completed,EUR
6097,7115,2025-01-27,refunded,EUR
6098,7764,2025-09-19,completed,EUR
6099,7509,2025-01-06,completed,EUR
6100,8723,2025-08-08,completed,EUR
6101,5965,2025-07-20,completed,EUR
6102,1709,2026-01-25,completed,EUR
6103,6691,2025-07-13,completed,EUR
6104,2591,2024-03-16,completed,EUR
6105,6089,2024-06-30,completed,EUR
6106,4448,2024-03-01,completed,EUR
6107,9049,2024-05-23,completed,EUR
6108,4267,2024-05-21,completed,EUR
6109,5143,2024-04-15,completed,EUR
6110,5035,2025-02-05,completed,EUR
6111,2290,2024-06-15,completed,EUR
6112,6272,2026-01-18,completed,EUR
6113,8436,2025-11-27,completed,EUR
6114,1399,2024-02-13,completed,EUR
6115,4486,2024-10-12,completed,EUR
6116,7311,2025-06-10,completed,EUR
6117,3366,2024-05-08,completed,EUR
6118,3188,2025-08-16,completed,EUR
6119,3935,2025-11-20,completed,EUR
6120,7976,2025-05-04,completed,EUR
6121,1867,2024-03-19,completed,EUR
6122,3892,2024-08-07,refunded,EUR
6123,9934,2024-05-19,completed,EUR
6124,6669,2024-03-01,completed,EUR
6125,5323,2025-04-13,completed,EUR
6126,8733,2025-06-02,completed,EUR
6127,3499,2025-03-01,completed,EUR
6128,8257,2024-07-20,completed,EUR
6129,8247,2025-09-11,completed,EUR
6130,8399,2024-11-12,completed,EUR
6131,9220,2024-03-15,completed,EUR
6132,6676,2025-07-12,completed,EUR
6133,8328,2025-11-08,completed,EUR
6134,3024,2025-02-10,completed,EUR
6135,7371,2025-12-25,completed,EUR
6136,8145,2024-08-28,completed,EUR
6137,664,2025-02-20,completed,EUR
6138,1657,2025-12-06,completed,EUR
6139,8845,2024-04-28,completed,EUR
6140,3456,2024-03-05,completed,EUR
6141,6838,2025-06-07,cancelled,EUR
6142,9873,2025-01-17,completed,EUR
6143,8344,2025-02-16,completed,EUR
6144,560,2025-03-29,completed,EUR
6145,1178,2025-03-12,completed,EUR
6146,7189,2024-10-31,completed,EUR
6147,1548,2025-03-09,completed,EUR
6148,7839,2025-02-07,completed,EUR
6149,9625,2025-05-20,completed,EUR
6150,4987,2025-11-29,cancelled,EUR
6151,1805,2025-04-28,completed,EUR
6152,6334,2024-05-25,cancelled,EUR
6153,1145,2025-08-11,completed,EUR
6154,4746,2024-07-10,completed,EUR
6155,7558,2024-06-17,completed,EUR
6156,8554,2024-02-05,completed,EUR
6157,1321,2024-10-25,completed,EUR
6158,10,2026-01-20,completed,EUR
6159,8027,2026-01-17,completed,EUR
6160,7926,2024-08-07,completed,EUR
6161,7026,2026-01-31,completed,EUR
6162,6988,2025-07-28,completed,EUR
6163,1312,2025-10-06,cancelled,EUR
6164,970,2025-07-30,completed,EUR
6165,5984,2024-10-22,completed,EUR
6166,6793,2025-03-24,completed,EUR
6167,82,2024-12-09,cancelled,EUR
6168,7536,2024-02-19,completed,EUR
6169,1183,2024-02-06,completed,EUR
6170,5758,2024-12-29,refunded,EUR
6171,9430,2024-04-23,completed,EUR
6172,300,2024-10-08,completed,EUR
6173,8560,2025-12-31,completed,EUR
6174,7934,2025-12-21,completed,EUR
6175,7032,2024-08-06,completed,EUR
6176,6177,2024-07-01,completed,EUR
6177,8453,2025-08-25,completed,EUR
6178,1777,2025-03-18,completed,EUR
6179,6676,2025-11-11,completed,EUR
6180,2211,2025-04-04,completed,EUR
6181,2430,2025-01-06,completed,EUR
6182,4660,2024-07-17,completed,EUR
6183,2276,2025-11-08,completed,EUR
6184,4981,2024-04-22,completed,EUR
6185,5792,2024-05-28,completed,EUR
6186,4733,2025-10-10,completed,EUR
6187,5559,2025-07-26,completed,EUR
6188,1381,2025-03-21,completed,EUR
6189,6599,2024-11-13,completed,EUR
6190,4611,2025-09-05,completed,EUR
6191,3151,2025-11-11,completed,EUR
6192,8348,2025-02-04,completed,EUR
6193,6258,2025-12-09,completed,EUR
6194,5169,2025-10-09,completed,EUR
6195,7659,2024-06-27,completed,EUR
6196,511,2024-08-21,completed,EUR
6197,8214,2024-09-04,completed,EUR
6198,5583,2025-05-31,completed,EUR
6199,7238,2025-01-31,refunded,EUR
6200,9406,2024-05-16,completed,EUR
6201,3174,2024-07-03,completed,EUR
6202,2662,2025-07-09,completed,EUR
6203,8258,2026-01-26,completed,EUR
6204,1610,2024-02-15,cancelled,EUR
6205,5825,2025-02-22,completed,EUR
6206,3783,2025-03-28,completed,EUR
6207,5300,2024-04-28,cancelled,EUR
6208,7905,2025-12-09,completed,EUR
6209,9955,2024-12-20,completed,EUR
6210,9199,2024-11-13,cancelled,EUR
6211,6141,2026-01-16,cancelled,EUR
6212,8977,2024-02-18,completed,EUR
6213,7488,2024-10-24,completed,EUR
6214,6473,2026-01-21,completed,EUR
6215,3172,2024-12-03,completed,EUR
6216,9204,2025-12-26,completed,EUR
6217,2940,2025-05-12,refunded,EUR
6218,5438,2024-11-14,completed,EUR
6219,9283,2025-12-14,completed,EUR
6220,6853,2025-01-02,completed,EUR
6221,6469,2024-11-22,completed,EUR
6222,9896,2024-09-29,cancelled,EUR
6223,1199,2025-04-13,completed,EUR
6224,7780,2024-07-26,cancelled,EUR
6225,1452,2024-12-15,cancelled,EUR
6226,7499,2025-05-20,completed,EUR
6227,3399,2024-09-12,completed,EUR
6228,1351,2025-02-04,completed,EUR
6229,3695,2025-02-16,completed,EUR
6230,3391,2025-01-07,completed,EUR
6231,6804,2025-04-07,completed,EUR
6232,3655,2025-10-26,completed,EUR
6233,1200,2025-10-28,completed,EUR
6234,7394,2025-08-16,completed,EUR
6235,191,2026-02-01,completed,EUR
6236,1073,2024-11-09,cancelled,EUR
6237,5972,2025-03-02,completed,EUR
6238,564,2024-10-23,completed,EUR
6239,254,2025-08-07,completed,EUR
6240,3992,2025-01-11,completed,EUR
6241,9046,2025-06-07,completed,EUR
6242,8378,2024-05-30,completed,EUR
6243,17,2024-12-04,completed,EUR
6244,364,2024-12-09,completed,EUR
6245,9079,2024-09-17,completed,EUR
6246,2503,2024-08-04,completed,EUR
6247,2288,2024-06-10,completed,EUR
6248,7848,2024-08-02,completed,EUR
6249,660,2025-04-06,cancelled,EUR
6250,1151,2025-05-03,completed,EUR
6251,4727,2025-08-11,completed,EUR
6252,652,2025-08-06,completed,EUR
6253,4511,2024-03-02,completed,EUR
6254,5727,2025-04-22,cancelled,EUR
6255,6347,2024-07-10,completed,EUR
6256,7339,2025-08-26,cancelled,EUR
6257,4634,2024-10-13,completed,EUR
6258,8316,2025-05-21,completed,EUR
6259,6161,2024-07-07,completed,EUR
6260,5515,2024-06-09,completed,EUR
6261,5676,2024-10-08,completed,EUR
6262,2981,2024-07-05,completed,EUR
6263,8262,2024-06-19,completed,EUR
6264,620,2025-02-20,cancelled,EUR
6265,8235,2025-06-21,completed,EUR
6266,603,2025-05-06,completed,EUR
6267,4219,2025-05-14,completed,EUR
6268,7603,2024-02-03,completed,EUR
6269,5548,2024-12-30,completed,EUR
6270,5618,2025-08-11,completed,EUR
6271,9040,2025-01-04,completed,EUR
6272,5941,2025-05-10,completed,EUR
6273,9494,2025-01-27,completed,EUR
6274,3423,2025-08-06,completed,EUR
6275,3108,2024-03-25,completed,EUR
6276,7686,2025-03-11,completed,EUR
6277,9721,2025-03-04,completed,EUR
6278,9390,2025-08-05,completed,EUR
6279,4781,2025-08-30,refunded,EUR
6280,4399,2025-10-08,completed,EUR
6281,7411,2026-01-10,cancelled,EUR
6282,8923,2025-06-26,completed,EUR
6283,4360,2025-12-04,completed,EUR
6284,6193,2025-04-28,completed,EUR
6285,1140,2024-05-10,completed,EUR
6286,2460,2025-03-30,completed,EUR
6287,7100,2025-06-24,completed,EUR
6288,83,2024-02-22,completed,EUR
6289,3920,2025-06-03,completed,EUR
6290,5167,2025-12-30,completed,EUR
6291,8325,2026-01-18,completed,EUR
6292,40,2025-11-07,completed,EUR
6293,3192,2024-06-03,completed,EUR
6294,3558,2024-07-08,completed,EUR
6295,6589,2025-07-18,completed,EUR
6296,4942,2025-07-02,completed,EUR
6297,1567,2025-06-23,completed,EUR
6298,1148,2024-11-19,cancelled,EUR
6299,9278,2024-04-16,refunded,EUR
6300,1908,2025-11-24,completed,EUR
6301,6328,2025-12-21,completed,EUR
6302,3379,2024-03-14,completed,EUR
6303,5429,2025-12-23,completed,EUR
6304,8237,2024-11-30,completed,EUR
6305,582,2025-12-05,completed,EUR
6306,8210,2024-02-22,completed,EUR
6307,8839,2026-01-28,completed,EUR
6308,6815,2025-03-28,completed,EUR
6309,3612,2024-12-20,completed,EUR
6310,9003,2025-02-26,completed,EUR
6311,8624,2024-08-18,cancelled,EUR
6312,7990,2025-11-08,completed,EUR
6313,4351,2025-03-07,completed,EUR
6314,4634,2025-11-06,completed,EUR
6315,552,2024-08-16,completed,EUR
6316,673,2024-08-17,completed,EUR
6317,6648,2024-12-26,completed,EUR
6318,4217,2024-02-29,completed,EUR
6319,7638,2025-06-21,completed,EUR
6320,5323,2025-03-05,completed,EUR
6321,768,2024-02-18,completed,EUR
6322,8738,2025-01-27,completed,EUR
6323,8126,2024-06-16,completed,EUR
6324,9698,2024-05-10,completed,EUR
6325,1589,2025-09-03,completed,EUR
6326,5113,2025-09-23,completed,EUR
6327,5284,2025-12-06,completed,EUR
6328,977,2024-10-13,completed,EUR
6329,7554,2024-11-01,completed,EUR
6330,3521,2025-04-12,completed,EUR
6331,2187,2025-04-17,cancelled,EUR
6332,3591,2024-02-28,completed,EUR
6333,4928,2024-05-15,completed,EUR
6334,5905,2024-11-01,cancelled,EUR
6335,615,2025-11-18,completed,EUR
6336,7793,2024-12-03,completed,EUR
6337,8436,2024-09-26,completed,EUR
6338,4670,2024-10-12,completed,EUR
6339,6134,2024-07-08,cancelled,EUR
6340,7523,2024-02-12,completed,EUR
6341,9580,2024-12-26,completed,EUR
6342,2802,2025-01-26,completed,EUR
6343,4038,2025-08-25,completed,EUR
6344,1054,2025-09-10,completed,EUR
6345,9331,2025-10-09,completed,EUR
6346,998,2024-04-21,completed,EUR
6347,6388,2024-07-02,completed,EUR
6348,8585,2026-01-02,completed,EUR
6349,6012,2024-04-15,completed,EUR
6350,8611,2024-11-27,completed,EUR
6351,2734,2025-12-02,completed,EUR
6352,8520,2024-06-23,completed,EUR
6353,9707,2024-09-11,completed,EUR
6354,2831,2025-04-10,completed,EUR
6355,446,2024-02-06,completed,EUR
6356,8987,2024-12-29,completed,EUR
6357,5419,2025-12-31,completed,EUR
6358,1993,2024-10-15,completed,EUR
6359,957,2026-01-02,completed,EUR
6360,8445,2025-05-10,completed,EUR
6361,9165,2026-01-13,cancelled,EUR
6362,8991,2024-06-04,cancelled,EUR
6363,9611,2026-01-13,cancelled,EUR
6364,1037,2025-03-14,completed,EUR
6365,9457,2024-03-28,completed,EUR
6366,5645,2025-03-09,completed,EUR
6367,3303,2025-04-26,completed,EUR
6368,201,2025-03-13,completed,EUR
6369,5421,2024-12-26,cancelled,EUR
6370,2099,2025-10-09,completed,EUR
6371,7786,2025-04-16,completed,EUR
6372,6038,2025-03-16,completed,EUR
6373,3036,2025-04-06,cancelled,EUR
6374,7604,2025-08-02,completed,EUR
6375,6979,2025-05-10,completed,EUR
6376,4501,2024-04-30,completed,EUR
6377,2807,2025-09-20,completed,EUR
6378,7622,2025-08-06,completed,EUR
6379,5095,2025-05-27,completed,EUR
6380,725,2025-07-24,completed,EUR
6381,1715,2025-07-12,completed,EUR
6382,1948,2025-10-10,completed,EUR
6383,35,2025-08-06,completed,EUR
6384,6223,2024-09-08,cancelled,EUR
6385,2751,2025-12-17,completed,EUR
6386,5405,2025-07-24,cancelled,EUR
6387,6190,2025-11-21,completed,EUR
6388,3349,2025-03-28,completed,EUR
6389,8989,2024-12-18,completed,EUR
6390,4515,2024-11-28,completed,EUR
6391,7924,2025-12-02,completed,EUR
6392,3458,2024-12-13,refunded,EUR
6393,4908,2024-10-31,completed,EUR
6394,8166,2024-03-13,completed,EUR
6395,970,2024-02-03,completed,EUR
6396,9982,2024-10-28,completed,EUR
6397,8265,2025-12-12,completed,EUR
6398,2161,2025-01-11,completed,EUR
6399,1958,2026-01-16,completed,EUR
6400,432,2024-08-18,completed,EUR
6401,3458,2024-06-02,completed,EUR
6402,4195,2024-11-15,completed,EUR
6403,2370,2024-11-20,completed,EUR
6404,7326,2025-04-07,completed,EUR
6405,1870,2025-02-04,completed,EUR
6406,9243,2024-09-10,completed,EUR
6407,2913,2024-10-16,cancelled,EUR
6408,3195,2025-12-05,completed,EUR
6409,6368,2024-10-23,completed,EUR
6410,6905,2025-12-29,completed,EUR
6411,3493,2025-10-06,completed,EUR
6412,1754,2025-03-03,completed,EUR
6413,9613,2025-09-25,cancelled,EUR
6414,2527,2025-03-22,completed,EUR
6415,8924,2025-09-26,completed,EUR
